1814 Adam_Smith "Adam Smith  (16 June [O.S. 5 June] 1723 – 17 July 1790) was a Scottish economist, philosopher and author as well as a moral philosopher, a pioneer of political economy and a key figure during the Scottish Enlightenment, also known as ''The Father of Economics'' or ''The Father of Capitalism''. Smith wrote two classic works, The Theory of Moral Sentiments (1759) and An Inquiry into the Nature and Causes of the Wealth of Nations (1776). The latter, often abbreviated as The Wealth of Nations, is considered his magnum opus and the first modern work of economics. In his work, Adam Smith introduced his theory of absolute advantage.Smith studied social philosophy at the University of Glasgow and at Balliol College, Oxford, where he was one of the first students to benefit from scholarships set up by fellow Scot John Snell. After graduating, he delivered a successful series of public lectures at the University of Edinburgh, leading him to collaborate with David Hume during the Scottish Enlightenment. Smith obtained a professorship at Glasgow, teaching moral philosophy and during this time, wrote and published The Theory of Moral Sentiments. In his later life, he took a tutoring position that allowed him to travel throughout Europe, where he met other intellectual leaders of his day. Smith laid the foundations of classical free market economic theory. The Wealth of Nations was a precursor to the modern academic discipline of economics. In this and other works, he developed the concept of division of labour and expounded upon how rational self-interest and competition can lead to economic prosperity. Smith was controversial in his own day and his general approach and writing style were often satirised by writers such as Horace Walpole."
3356 Bill_Clinton "William Jefferson Clinton (born William Jefferson Blythe III; August 19, 1946) is an American politician who served as the 42nd president of the United States from 1993 to 2001. Prior to his presidency, he served as governor of Arkansas (1979–1981 and 1983–1992) and as attorney general of Arkansas (1977–1979). A member of the Democratic Party, Clinton was known as a New Democrat, and many of his policies reflected a centrist ""Third Way"" political philosophy. He is the husband of former Secretary of State and former U.S. Senator Hillary Clinton. In 1998, Clinton was impeached by the House of Representatives. The impeachment was based on accusations that Clinton committed perjury and obstruction of justice for the purpose of concealing his affair with Monica Lewinsky, a 22-year-old White House intern. He was acquitted by the Senate and completed his term in office. Clinton is notable as one of only two U.S. presidents (following Andrew Johnson 130 years earlier) to have been impeached. Clinton was born and raised in Arkansas and attended Georgetown University, University College, Oxford, and Yale Law School. He met Hillary Rodham at Yale and married her in 1975. After graduating from law school, Clinton returned to Arkansas and won election as the Attorney General of Arkansas, serving from 1977 to 1979. He later served as governor of Arkansas. As governor, he overhauled the state's education system and served as chairman of the National Governors Association. Clinton was elected president in 1992, defeating incumbent Republican opponent George H. W. Bush. At age 46, he became the third-youngest president in history. Clinton presided over the longest period of peacetime economic expansion in American history. He signed into law the North American Free Trade Agreement, but failed to pass his plan for national health care reform. In the 1994 elections, the Republican Party won unified control of the Congress for the first time in 40 years. In 1996, Clinton became the first Democrat since Franklin D. Roosevelt to be elected to a second full term. He passed welfare reform and the State Children's Health Insurance Program, as well as financial deregulation measures. During the last three years of Clinton's presidency, the Congressional Budget Office reported a budget surplus—the first such surplus since 1969. In foreign policy, Clinton ordered U.S. military intervention in the Bosnian and Kosovo wars, signed the Iraq Liberation Act in opposition to Saddam Hussein, participated in the 2000 Camp David Summit to advance the Israeli–Palestinian peace process, and assisted the Northern Ireland peace process. Clinton left office with the highest end-of-office approval rating of any U.S. president since World War II, and has continually received high scores in the historical rankings of U.S. presidents. Since leaving office, he has been involved in public speaking and humanitarian work. He created the William J. Clinton Foundation to address international causes such as the prevention of AIDS and global warming. In 2004, Clinton published his autobiography, My Life. In 2009, he was named the United Nations Special Envoy to Haiti and after the 2010 Haiti earthquake, he teamed with George W. Bush to form the Clinton Bush Haiti Fund. In addition, he secured the release of two American journalists imprisoned by North Korea, visiting the capital Pyongyang in 2009 and negotiating their release with then-North Korean leader Kim Jong-il."
3747 Bill_Gates "William Henry Gates III  (born October 28, 1955) is an American business magnate, software developer, and philanthropist. He is best known as the co-founder of Microsoft Corporation. During his career at Microsoft, Gates held the positions of chairman, chief executive officer (CEO) and chief software architect, while also being the largest individual shareholder until May 2014. He is one of the best-known entrepreneurs and pioneers of the microcomputer revolution of the 1970s and 1980s. Born and raised in Seattle, Washington, Gates launched Microsoft with childhood friend Paul Allen in 1975 in Albuquerque, New Mexico; it went on to become the world's largest personal computer software company. Gates led the company as chairman and CEO until stepping down as CEO in January 2000, but he remained chairman and became chief software architect. In June 2006, Gates announced that he would be transitioning to a part-time role at Microsoft and full-time work at the Bill & Melinda Gates Foundation, the private charitable foundation that he and his wife, Melinda Gates, established in 2000. He gradually transferred his duties to Ray Ozzie and Craig Mundie. He stepped down as chairman of Microsoft in February 2014 and assumed a new post as technology adviser to support the newly appointed CEO Satya Nadella.Gates has been criticized for his business tactics, which have been considered anti-competitive. This opinion has been upheld by numerous court rulings.Since 1987, he has been included in the Forbes list of the world's wealthiest documented individuals. From 1995 to 2017, he held the Forbes title of the richest person in the world all but four of those years. In 2017 he was surpassed by Amazon founder and CEO Jeff Bezos, who had an estimated net worth of US$90.6 billion. As of November 9, 2019, Gates had a net worth of $107.1 billion, still ranked second. Later in his career and since leaving day-to-day operations at Microsoft in 2008, Gates pursued a number of philanthropic endeavors. He donated large amounts of money to various charitable organizations and scientific research programs through the Bill & Melinda Gates Foundation, reported to be the world's largest private charity. In 2009, Gates and Warren Buffett founded The Giving Pledge, whereby they and other billionaires pledge to give at least half of their wealth to philanthropy. The foundation works to save lives and improve global health, and is working with Rotary International to eliminate polio."
8182 Dwight_D._Eisenhower "Dwight David ""Ike"" Eisenhower ( EYE-zən-how-ər; October 14, 1890 – March 28, 1969) was an American army general and statesman who served as the 34th president of the United States from 1953 to 1961. During World War II, he was a five-star general in the Army and served as Supreme Commander of the Allied Expeditionary Force in Europe. He was responsible for planning and supervising the invasion of North Africa in Operation Torch in 1942–43 and the successful Invasion of Normandy in 1944–45 from the Western Front. Eisenhower was born David Dwight Eisenhower in Denison, Texas, and he was raised in Kansas in a large family of mostly Pennsylvania Dutch ancestry. His family had a strong religious background. His mother was a Lutheran, married as a River Brethren, and later became a Jehovah's Witness. Eisenhower, however, did not belong to any organized church until 1952. He cited constant relocation during his military career as one reason. He graduated from West Point in 1915 and later married Mamie Doud, with whom he had two sons. During World War I, he was denied a request to serve in Europe and instead commanded a unit that trained tank crews. Following the war, he served under various generals and was promoted to the rank of brigadier general in 1941. After the United States entered World War II, Eisenhower oversaw the invasions of North Africa and Sicily before supervising the invasions of France and Germany. After the war, he served as Army Chief of Staff (1945–1948) and then took on the role as president of Columbia University (1948–1953). In 1951–52, he served as the first Supreme Commander of NATO. In 1952, Eisenhower entered the presidential race as a Republican to block the isolationist foreign policies of Senator Robert A. Taft, who opposed NATO and wanted no foreign entanglements. He won that election and the 1956 election in landslides, both times defeating Adlai Stevenson II. He became the first Republican to win since Herbert Hoover in 1928. Eisenhower's main goals in office were to contain the spread of communism and reduce federal deficits. In 1953, he threatened to use nuclear weapons until China agreed to peace terms in the Korean War. China did agree and an armistice resulted which remains in effect. His New Look policy of nuclear deterrence prioritized inexpensive nuclear weapons while reducing funding for expensive Army divisions. He continued Harry S. Truman's policy of recognizing Taiwan as the legitimate government of China, and he won congressional approval of the Formosa Resolution. His administration provided major aid to help the French fight off Vietnamese Communists in the First Indochina War. After the French left, he gave strong financial support to the new state of South Vietnam. He supported military coups in Iran and Guatemala. During the Suez Crisis of 1956, he condemned the Israeli, British, and French invasion of Egypt, and he forced them to withdraw. He also condemned the Soviet invasion during the Hungarian Revolution of 1956 but took no action. During the Syrian Crisis of 1957 he approved a CIA-MI6 plan to stage fake border incidents as an excuse for an invasion by Syria's pro-Western neighbors. After the Soviet Union launched Sputnik in 1957, Eisenhower authorized the establishment of NASA, which led to the Space Race. He deployed 15,000 soldiers during the 1958 Lebanon crisis. Near the end of his term, he failed to set up a summit meeting with the Soviets when a U.S. spy plane was shot down over the Soviet Union. He approved the Bay of Pigs invasion, which was left to John F. Kennedy to carry out.On the domestic front, Eisenhower was a moderate conservative who continued New Deal agencies and expanded Social Security. He covertly opposed Joseph McCarthy and contributed to the end of McCarthyism by openly invoking executive privilege. He signed the Civil Rights Act of 1957 and sent Army troops to enforce federal court orders which integrated schools in Little Rock, Arkansas. His largest program was the Interstate Highway System. He promoted the establishment of strong science education via the National Defense Education Act. His two terms saw widespread economic prosperity except for a minor recession in 1958. In his farewell address to the nation, he expressed his concerns about the dangers of massive military spending, particularly deficit spending and government contracts to private military manufacturers. Historical evaluations of his presidency place him among the upper tier of American presidents."
9223 Economics "Economics () is the social science that studies the production, distribution, and consumption of goods and services.Economics focuses on the behaviour and interactions of economic agents and how economies work. Microeconomics analyzes basic elements in the economy, including individual agents and markets, their interactions, and the outcomes of interactions. Individual agents may include, for example, households, firms, buyers, and sellers. Macroeconomics analyzes the entire economy (meaning aggregated production, consumption, saving, and investment) and issues affecting it, including unemployment of resources (labour, capital, and land), inflation, economic growth, and the public policies that address these issues (monetary, fiscal, and other policies).  See glossary of economics. Other broad distinctions within economics include those between positive economics, describing ""what is"", and normative economics, advocating ""what ought to be""; between economic theory and applied economics; between rational and behavioural economics; and between mainstream economics and heterodox economics.Economic analysis can be applied throughout society, in real estate, business, finance, health care, and government. Economic analysis is sometimes also applied to such diverse subjects as crime, education, the family, law, politics, religion, social institutions, war, science, and the environment."
10979 Franklin_D._Roosevelt "Franklin Delano Roosevelt (, ; January 30, 1882 – April 12, 1945), often referred to by the initials FDR, was an American statesman and political leader who served as the 32nd president of the United States from 1933 until his death in 1945. A member of the Democratic Party, he won a record four presidential elections and became a central figure in world events during the first half of the 20th century. Roosevelt directed the federal government during most of the Great Depression, implementing his New Deal domestic agenda in response to the worst economic crisis in U.S. history. As a dominant leader of his party, he built the New Deal Coalition, which realigned American politics into the Fifth Party System and defined American liberalism throughout the middle third of the 20th century. His third and fourth terms were dominated by World War II, which ended shortly after he died in office. He is rated by scholars as one of the three greatest U.S. presidents, along with George Washington and Abraham Lincoln, but has also been subject to substantial criticism. Roosevelt was born in Hyde Park, New York to a Dutch American family made well known by the reputation of Theodore Roosevelt, the 26th president of the United States, and William Henry Aspinwall. FDR attended Groton School, Harvard College, and Columbia Law School, and went on to practice law in New York City. In 1905, he married his fifth cousin once removed, Eleanor Roosevelt. They had six children, of whom five survived into adulthood. He won election to the New York State Senate in 1910, and then served as Assistant Secretary of the Navy under President Woodrow Wilson during World War I. Roosevelt was James M. Cox's running mate on the Democratic Party's 1920 national ticket, but Cox was defeated by Republican Warren G. Harding. In 1921, Roosevelt contracted a paralytic illness, believed at the time to be polio, and his legs became permanently paralyzed. While attempting to recover from his condition, Roosevelt founded the treatment center in Warm Springs, Georgia, for people with poliomyelitis. In spite of being unable to walk unaided, Roosevelt returned to public office by winning election as Governor of New York in 1928. He was in office from 1929 to 1933 and served as a reform Governor, promoting programs to combat the economic crisis besetting the United States at the time. In the 1932 presidential election, Roosevelt defeated Republican President Herbert Hoover in a landslide. Roosevelt took office in the midst of the Great Depression, the worst economic crisis in United States History. During the first 100 days of the 73rd United States Congress, Roosevelt spearheaded unprecedented federal legislation and issued a profusion of executive orders that instituted the New Deal—a variety of programs designed to produce relief, recovery, and reform. He created numerous programs to provide relief to the unemployed and farmers while seeking economic recovery with the National Recovery Administration and other programs. He also instituted major regulatory reforms related to finance, communications, and labor, and presided over the end of Prohibition. He harnessed radio to speak directly to the American people, giving 30 ""fireside chat"" radio addresses during his presidency and becoming the first American president to be televised. The economy having improved rapidly from 1933 to 1936, Roosevelt won a landslide reelection in 1936. However, the economy then relapsed into a deep recession in 1937 and 1938. After the 1936 election, Roosevelt sought passage of the Judiciary Reorganization Bill of 1937 (the ""court packing plan""), which would have expanded the size of the Supreme Court of the United States. The bipartisan Conservative Coalition that formed in 1937 prevented passage of the bill and blocked the implementation of further New Deal programs and reforms. Major surviving programs and legislation implemented under Roosevelt include the Securities and Exchange Commission, the National Labor Relations Act, the Federal Deposit Insurance Corporation, Social Security, and the Fair Labor Standards Act of 1938, which, among other things, prohibited child labor and created the right to a minimum wage. The United States reelected FDR in 1940 for his third term, making him the only U.S. President to serve for more than two terms. With World War II looming after 1938, Roosevelt gave strong diplomatic and financial support to China, the United Kingdom and eventually the Soviet Union while the U.S. remained officially neutral. Following the Japanese attack on Pearl Harbor on December 7, 1941, an event he famously called ""a date which will live in infamy"", Roosevelt obtained a congressional declaration of war on Japan, and, a few days later, on Germany and Italy. Assisted by his top aide Harry Hopkins and with very strong national support, he worked closely with British Prime Minister Winston Churchill, Soviet leader Joseph Stalin and Chinese Generalissimo Chiang Kai-shek in leading the Allied Powers against the Axis Powers. Roosevelt supervised the mobilization of the U.S. economy to support the war effort, and implemented a Europe first strategy, making the defeat of Germany a priority over that of Japan. He also initiated the development of the world's first atomic bomb, and worked with the other Allied leaders to lay the groundwork for the United Nations and other post-war institutions. Roosevelt won reelection in 1944, but with his physical health declining during the war years, he died in April 1945, just 11 weeks into his fourth term. The Axis Powers surrendered to the Allies in the months following Roosevelt's death, during the presidency of his successor, Harry S. Truman."
11826 Free_market "In economics, a free market is a system in which the prices for goods and services are self-regulated by the open market and by consumers. In a free market, the laws and forces of supply and demand are free from any intervention by a government or other authority and from all forms of economic privilege, monopolies and artificial scarcities. Proponents of the concept of free market contrast it with a regulated market in which a government intervenes in supply and demand through various methods such as tariffs used to restrict trade and to protect the local economy. In an idealized free-market economy, prices for goods and services are set freely by the forces of supply and demand and are allowed to reach their point of equilibrium without intervention by government policy. Scholars contrast the concept of a free market with the concept of a coordinated market in fields of study such as political economy, new institutional economics, economic sociology and political science. All of these fields emphasize the importance in currently existing market systems of rule-making institutions external to the simple forces of supply and demand which create space for those forces to operate to control productive output and distribution. Although free markets are commonly associated with capitalism within a market economy in contemporary usage and popular culture, free markets have also been advocated by anarchists, socialists and some proponents of cooperatives and advocates of profit sharing. Criticism of the theoretical concept may regard systems with significant market power, inequality of bargaining power, or information asymmetry as less than free, with regulation being necessary to control those imbalances in order to allow markets to function more efficiently as well as produce more desirable social outcomes."
11955 George_H._W._Bush "George Herbert Walker Bush (June 12, 1924 – November 30, 2018) was an American politician and businessman who served as the 41st president of the United States from 1989 to 1993 and the 43rd vice president from 1981 to 1989. A member of the Republican Party, Bush also served in the U.S. House of Representatives, as U.S. Ambassador to the United Nations, and as Director of Central Intelligence. Bush is usually called George H. W. Bush, Bush Senior, or Bush 41 to distinguish him from his eldest son George W. Bush, who served as the 43rd president from 2001 to 2009.   Bush postponed his university studies after the attack on Pearl Harbor on December 7, 1941, enlisted in the Navy on his 18th birthday, and became one of its youngest aviators. He served until September 1945, and then attended Yale University, graduating in 1948. He moved his family to West Texas where he entered the oil business and became a millionaire by the age of 40 (in 1964). Bush won election to the House of Representatives from Texas's 7th congressional district in 1966, and was re-elected in 1968. He also ran unsuccessfully for U.S. Senate twice, in 1964 and again in 1970. In 1971, President Richard Nixon appointed Bush as Ambassador to the United Nations, and he became chairman of the Republican National Committee in 1973. The following year, President Gerald Ford appointed him Chief of the Liaison Office in China and later made him the Director of Central Intelligence. Bush ran for president in 1980, but was defeated in the Republican primary by Ronald Reagan. He was then elected vice president in 1980 and 1984 as Reagan's running mate. During his eight-year tenure as vice president, Bush headed task forces on deregulation and the War on Drugs. In 1988, Bush defeated Democratic opponent Michael Dukakis, becoming the first incumbent vice president to be elected president in 152 years. Foreign policy drove the Bush presidency; military operations were conducted in Panama and the Persian Gulf, the Berlin Wall fell in 1989, and the Soviet Union dissolved two years later. Bush also signed the North American Free Trade Agreement (NAFTA), which created a trade bloc consisting of the United States, Canada, and Mexico. Domestically, Bush reneged on a 1988 campaign promise by signing a bill that increased taxes. He lost the 1992 presidential election to Democrat Bill Clinton following an economic recession and the decreased importance of foreign policy in a post–Cold War political climate. After leaving office in 1993, Bush was active in humanitarian activities; he often worked alongside Clinton, his former opponent. With George W. Bush's victory in the 2000 presidential election, Bush and his son became the second father–son pair to serve as the nation's president (following John Adams and John Quincy Adams). After a long battle with vascular Parkinson's disease, Bush died at his home on November 30, 2018. At the time of his death, he was the longest-lived president in U.S. history, a record surpassed by Jimmy Carter on March 22, 2019."
13765 Henry_Kissinger "Henry Alfred Kissinger (; German: [ˈkɪsɪŋɐ]; born Heinz Alfred Kissinger; May 27, 1923) is an American politician, diplomat, and geopolitical consultant who served as United States Secretary of State and National Security Advisor under the presidential administrations of Richard Nixon and Gerald Ford. A Jewish refugee who fled Nazi Germany with his family in 1938, he became National Security Advisor in 1969 and U.S. Secretary of State in 1973. For his actions negotiating a ceasefire in Vietnam, Kissinger received the 1973 Nobel Peace Prize under controversial circumstances, with two members of the committee resigning in protest. Kissinger later sought, unsuccessfully, to return the prize after the ceasefire failed.A practitioner of Realpolitik, Kissinger played a prominent role in United States foreign policy between 1969 and 1977. During this period, he pioneered the policy of détente with the Soviet Union, orchestrated the opening of relations with the People's Republic of China, engaged in what became known as shuttle diplomacy in the Middle East to end the Yom Kippur War, and negotiated the Paris Peace Accords, ending American involvement in the Vietnam War. Kissinger has also been associated with such controversial policies as U.S. involvement in the 1973 Chilean military coup, a ""green light"" to Argentina's military junta for their Dirty War, and U.S. support for Pakistan during the Bangladesh War despite the genocide being perpetrated by his allies. After leaving government, he formed Kissinger Associates, an international geopolitical consulting firm. Kissinger has written over one dozen books on diplomatic history and international relations. Kissinger remains widely regarded as a controversial figure in American politics, and has been condemned as an alleged war criminal by journalists, political activists, and human rights lawyers. According to a 2014 survey by Foreign Policy magazine, 32.21% of prominent American international relations scholars considered Kissinger the most effective U.S. Secretary of State since 1965."
14567 International_trade "International trade is the exchange of capital, goods, and services across international borders or territories.In most countries, such trade represents a significant share of gross domestic product (GDP). While international trade has existed throughout history (for example Uttarapatha, Silk Road, Amber Road, scramble for Africa, Atlantic slave trade, salt roads), its economic, social, and political importance has been on the rise in recent centuries. Carrying out trade at an international level is a complex process when compared to domestic trade. When trade takes place between two or more nations factors like currency, government policies, economy, judicial system, laws, and markets influence trade. To smoothen and justify the process of trade between countries of different economic standing, some international economic organisations were formed, such as the World Trade Organization. These organisations work towards the facilitation and growth of international trade. Statistical services of intergovernmental and supranational organisations and national statistical agencies publish official statistics on international trade."
